Name,SFCLink,ROs,Reps,Total,Reps v total%,LicenseStats,Licensed
CEPA ALLIANCE SECURITIES LIMITED,SFClicensees.asp?p=49369&a=0&h=Y&sort=posdn&d=2020-01-22,5,5,10,50.00,SFChistfirm.asp?p=49369&a=0,2012-08-23
Changjiang Corporate Finance (HK) Limited,SFClicensees.asp?p=1802934&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=1802934&a=0,2012-06-29
Channel 8 Wealth Management Limited,SFClicensees.asp?p=131570&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=131570&a=0,2010-01-27
ChaoShang Securities Limited,SFClicensees.asp?p=2474894&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=2474894&a=0,2016-05-12
CHEONG LEE SECURITIES LIMITED,SFClicensees.asp?p=50775&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=50775&a=0,2005-11-24
China Finance KAB Limited,SFClicensees.asp?p=50886&a=0&h=Y&sort=posdn&d=2020-01-22,5,5,10,50.00,SFChistfirm.asp?p=50886&a=0,2004-12-23
CHINA TIAN YUAN SECURITIES LIMITED,SFClicensees.asp?p=2544400&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2544400&a=0,2016-10-20
CHINA YINSHENG INTERNATIONAL SECURITIES LIMITED,SFClicensees.asp?p=91347&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=91347&a=0,
Cithara Investment International Limited,SFClicensees.asp?p=2540117&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2540117&a=0,2016-07-18
CITIC Capital Finance Limited,SFClicensees.asp?p=70882&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=70882&a=0,2006-04-20
CNI Securities Group Limited,SFClicensees.asp?p=59555&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=59555&a=0,2009-12-15
"COFCO Futures (International) Co., Limited",SFClicensees.asp?p=12591865&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=12591865&a=0,2018-11-28
EVENSTAR ADVISORS LIMITED,SFClicensees.asp?p=80207&a=0&h=Y&sort=posdn&d=2020-01-22,5,5,10,50.00,SFChistfirm.asp?p=80207&a=0,2007-04-19
Fortune Asset Management Limited,SFClicensees.asp?p=68461&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=68461&a=0,2009-12-16
GEAR ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=131887&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=131887&a=0,2008-02-19
GF Asset Management (Hong Kong) Limited,SFClicensees.asp?p=68448&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=68448&a=0,2007-11-08
GLOBAL MASTERMIND FUTURES LIMITED,SFClicensees.asp?p=11797236&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=11797236&a=0,2018-05-08
Glory Sun Asset Management Limited,SFClicensees.asp?p=1870037&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=1870037&a=0,2013-11-06
GPB Financial Services Hong Kong Limited,SFClicensees.asp?p=2214668&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2214668&a=0,2015-12-15
Grand China Securities Limited,SFClicensees.asp?p=1807206&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=1807206&a=0,2012-05-03
GREENWOODS ASSET MANAGEMENT HONG KONG LIMITED,SFClicensees.asp?p=131740&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=131740&a=0,2005-08-12
Harvest Global Capital Investments Limited,SFClicensees.asp?p=1758280&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=1758280&a=0,2016-10-28
HOORAY SECURITIES LIMITED,SFClicensees.asp?p=16268&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=16268&a=0,
JOSPA INVESTMENT COMPANY LIMITED,SFClicensees.asp?p=50884&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=50884&a=0,
JS SECURITIES LIMITED,SFClicensees.asp?p=50938&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=50938&a=0,2011-01-20
JT CAPITAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=1964837&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=1964837&a=0,2017-12-14
KINGKEY ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=6709809&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=6709809&a=0,2017-12-06
MALAHON SECURITIES LIMITED,SFClicensees.asp?p=50929&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=50929&a=0,
Mason Global Capital Limited,SFClicensees.asp?p=2584430&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2584430&a=0,2018-05-15
MASTER TRADEMORE SECURITIES LIMITED,SFClicensees.asp?p=50934&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=50934&a=0,
Maven Asia (Hong Kong) Limited,SFClicensees.asp?p=2650746&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2650746&a=0,2017-10-17
NOBLE APEX ADVISORS LIMITED,SFClicensees.asp?p=59836&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=59836&a=0,2008-10-10
Oxbow Capital Management (HK) Limited,SFClicensees.asp?p=2358513&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=2358513&a=0,2015-06-02
PENGYUAN CREDIT RATING (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=1839804&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=1839804&a=0,2012-08-10
Penjing Asset Management (Asia) Limited,SFClicensees.asp?p=24088802&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=24088802&a=0,2020-01-08
Permira Advisers Limited,SFClicensees.asp?p=131625&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=131625&a=0,2008-08-19
Qantex Capital Markets Limited,SFClicensees.asp?p=74987&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=74987&a=0,2009-04-14
Rakuten Securities Hong Kong Limited,SFClicensees.asp?p=68632&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=68632&a=0,
REDFORD SECURITIES LIMITED,SFClicensees.asp?p=48200&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=48200&a=0,2005-03-31
RUIFENG SECURITIES LIMITED,SFClicensees.asp?p=2680925&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=2680925&a=0,2017-06-16
Shinhan Investment Asia Limited,SFClicensees.asp?p=131863&a=0&h=Y&sort=posdn&d=2020-01-22,5,5,10,50.00,SFChistfirm.asp?p=131863&a=0,2007-10-15
Sinostar Asset Management Limited,SFClicensees.asp?p=2039205&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=2039205&a=0,2013-08-16
SOLID KING SECURITIES LIMITED,SFClicensees.asp?p=51063&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=51063&a=0,
SPARX Asia Investment Advisors Limited,SFClicensees.asp?p=33642&a=0&h=Y&sort=posdn&d=2020-01-22,5,5,10,50.00,SFChistfirm.asp?p=33642&a=0,2004-04-20
Thunder Capital Limited,SFClicensees.asp?p=2531930&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=2531930&a=0,2016-11-28
Torq Capital Management (HK) Limited,SFClicensees.asp?p=2600803&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=2600803&a=0,2016-10-04
TREE LINE ADVISORS (HONG KONG) LIMITED,SFClicensees.asp?p=65243&a=0&h=Y&sort=posdn&d=2020-01-22,2,8,10,80.00,SFChistfirm.asp?p=65243&a=0,2006-06-30
UNICORN SECURITIES COMPANY LIMITED,SFClicensees.asp?p=51116&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=51116&a=0,2017-02-08
Vontobel Limited,SFClicensees.asp?p=2632136&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=2632136&a=0,2017-03-30
Well Link Securities Limited,SFClicensees.asp?p=50835&a=0&h=Y&sort=posdn&d=2020-01-22,4,6,10,60.00,SFChistfirm.asp?p=50835&a=0,2005-11-11
YF SECURITIES COMPANY LIMITED,SFClicensees.asp?p=51149&a=0&h=Y&sort=posdn&d=2020-01-22,3,7,10,70.00,SFChistfirm.asp?p=51149&a=0,
ABAX GLOBAL CAPITAL (HONG KONG) LIMITED,SFClicensees.asp?p=60204&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=60204&a=0,2007-05-04
AJ Asset Management Limited,SFClicensees.asp?p=12500321&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=12500321&a=0,2018-08-28
AMP CAPITAL ASIA LIMITED,SFClicensees.asp?p=131798&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=131798&a=0,2010-07-20
AVALOK CAPITAL LIMITED,SFClicensees.asp?p=1631309&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=1631309&a=0,2012-05-31
Avia Asset Management Limited,SFClicensees.asp?p=16258&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=16258&a=0,
Baili Securities Company Limited,SFClicensees.asp?p=50829&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=50829&a=0,
Ballas Capital Limited,SFClicensees.asp?p=2620238&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2620238&a=0,2017-02-21
BC Global Asset Management Limited,SFClicensees.asp?p=2317672&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2317672&a=0,2015-11-03
BDA PARTNERS (HK) LIMITED,SFClicensees.asp?p=1691242&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=1691242&a=0,2016-02-03
Beevest Securities Limited,SFClicensees.asp?p=50939&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=50939&a=0,2018-07-31
Bluemount Securities Limited,SFClicensees.asp?p=2587170&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2587170&a=0,2016-11-30
BOB Scotia International Asset Management Company Limited,SFClicensees.asp?p=2404019&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2404019&a=0,2015-07-14
Campbell Lutyens Asia Pacific Limited,SFClicensees.asp?p=131957&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=131957&a=0,2011-07-08
CARLYLE HONG KONG EQUITY MANAGEMENT LIMITED,SFClicensees.asp?p=1832917&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=1832917&a=0,2012-04-30
CHINA MERCHANTS CHINA INVESTMENT MANAGEMENT LIMITED,SFClicensees.asp?p=21189&a=0&h=Y&sort=posdn&d=2020-01-22,5,4,9,44.44,SFChistfirm.asp?p=21189&a=0,
CIFM Asset Management (Hong Kong) Limited,SFClicensees.asp?p=131719&a=0&h=Y&sort=posdn&d=2020-01-22,5,4,9,44.44,SFChistfirm.asp?p=131719&a=0,2011-07-20
CLC SECURITIES LIMITED,SFClicensees.asp?p=51148&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=51148&a=0,2008-06-16
CN FIRST INTERNATIONAL FUTURES LIMITED,SFClicensees.asp?p=1809596&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=1809596&a=0,2013-09-25
Composite Capital Management (HK) Limited,SFClicensees.asp?p=2527388&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2527388&a=0,2016-06-17
Coordinates Capital Management Limited,SFClicensees.asp?p=2554178&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2554178&a=0,2016-08-19
CreditEase Wealth Management (HK) Limited,SFClicensees.asp?p=1994991&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=1994991&a=0,2013-11-06
CVP Asset Management Limited,SFClicensees.asp?p=2456393&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2456393&a=0,2016-02-15
DAIWA ASSET MANAGEMENT (H.K.) LIMITED,SFClicensees.asp?p=80326&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=80326&a=0,
Eaton Partners Advisors (HK) Limited,SFClicensees.asp?p=1704809&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=1704809&a=0,2011-10-20
ELLIOTT ADVISORS (HK) LIMITED,SFClicensees.asp?p=73131&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=73131&a=0,2005-03-08
EMPEROR CAPITAL LIMITED,SFClicensees.asp?p=9620&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=9620&a=0,2009-12-24
Ever-Long Capital Management Limited (b2014-01-15),SFClicensees.asp?p=2194771&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2194771&a=0,2014-11-27
F.T.M.F. DISTRIBUTION LIMITED,SFClicensees.asp?p=131701&a=0&h=Y&sort=posdn&d=2020-01-22,6,3,9,33.33,SFChistfirm.asp?p=131701&a=0,2008-08-15
FB SECURITIES (HONG KONG) LIMITED,SFClicensees.asp?p=50810&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=50810&a=0,
First Fidelity Capital (International) Limited,SFClicensees.asp?p=100233&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=100233&a=0,2006-04-19
"FountainCap Research & Investment (Hong Kong) Co., Limited",SFClicensees.asp?p=2296447&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2296447&a=0,2015-04-27
GEAR SECURITIES INVESTMENT LIMITED,SFClicensees.asp?p=2554977&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2554977&a=0,2016-12-05
Goldenway Asset Management Limited,SFClicensees.asp?p=68471&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=68471&a=0,2010-05-11
Great Wall Pan Asia Asset Management Limited,SFClicensees.asp?p=2187454&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2187454&a=0,2014-05-13
GUOYUAN CAPITAL (HONG KONG) LIMITED,SFClicensees.asp?p=1552564&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=1552564&a=0,2014-10-30
Haitong Futures Hong Kong Limited,SFClicensees.asp?p=2486273&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2486273&a=0,2016-07-07
HONFIRST INVESTMENT LIMITED,SFClicensees.asp?p=79938&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=79938&a=0,
ICBC (ASIA) SECURITIES LIMITED,SFClicensees.asp?p=50871&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=50871&a=0,
INDUS CAPITAL ADVISORS (HONG KONG) LIMITED,SFClicensees.asp?p=89039&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=89039&a=0,2009-08-06
INNOVAX SECURITIES LIMITED,SFClicensees.asp?p=2604374&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2604374&a=0,2017-04-19
JIMEI SECURITIES LIMITED,SFClicensees.asp?p=50881&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=50881&a=0,2008-12-09
JOY RICH SECURITIES INVESTMENT LIMITED,SFClicensees.asp?p=2455384&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2455384&a=0,2017-04-25
JS CRESVALE CAPITAL LIMITED,SFClicensees.asp?p=18271&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=18271&a=0,
KEYWISE CAPITAL MANAGEMENT (HK) LIMITED,SFClicensees.asp?p=58061&a=0&h=Y&sort=posdn&d=2020-01-22,5,4,9,44.44,SFChistfirm.asp?p=58061&a=0,2006-11-28
KINGSTON CORPORATE FINANCE LIMITED,SFClicensees.asp?p=12115&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=12115&a=0,
KWAI HUNG SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50909&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=50909&a=0,
KWONG FAT HONG (SECURITIES) LIMITED,SFClicensees.asp?p=726&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=726&a=0,
LEE'S SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50918&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=50918&a=0,2005-01-03
Lianhe Ratings Global Limited,SFClicensees.asp?p=12072767&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=12072767&a=0,2018-07-16
Lion Futures Limited,SFClicensees.asp?p=2579917&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2579917&a=0,2016-12-29
Lion International Securities Group Limited,SFClicensees.asp?p=2579928&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2579928&a=0,2016-12-29
MAPS Capital Management Limited,SFClicensees.asp?p=1869587&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=1869587&a=0,2012-11-29
Marex Hong Kong Limited,SFClicensees.asp?p=131810&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=131810&a=0,2011-01-28
MIDLAND WEALTH MANAGEMENT LIMITED,SFClicensees.asp?p=31887&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=31887&a=0,2008-02-18
Natixis Investment Managers Hong Kong Limited,SFClicensees.asp?p=1866068&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=1866068&a=0,2012-10-16
NEXUS INVESTMENT MANAGEMENT LIMITED (HK),SFClicensees.asp?p=74705&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=74705&a=0,
Nuveen Hong Kong Limited,SFClicensees.asp?p=2418874&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2418874&a=0,2017-06-21
OLD PEAK LIMITED,SFClicensees.asp?p=51263&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=51263&a=0,2005-08-26
Oppenheimer Investments Asia Limited,SFClicensees.asp?p=71178&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=71178&a=0,2010-02-12
OPTIVER TRADING HONG KONG LIMITED,SFClicensees.asp?p=50963&a=0&h=Y&sort=posdn&d=2020-01-22,5,4,9,44.44,SFChistfirm.asp?p=50963&a=0,2007-12-03
PJT Partners (HK) Limited,SFClicensees.asp?p=2383146&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2383146&a=0,2015-10-06
Power Securities Company Limited (b1998-11-20),SFClicensees.asp?p=50922&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=50922&a=0,
PRIME SECURITIES LIMITED (HK),SFClicensees.asp?p=50972&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=50972&a=0,
Prior Securities Limited,SFClicensees.asp?p=2290531&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2290531&a=0,2016-02-29
Privium Fund Management (HK) Limited,SFClicensees.asp?p=2467400&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2467400&a=0,2016-05-24
PSI Capital Asia Limited,SFClicensees.asp?p=1877628&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=1877628&a=0,2012-10-12
PYRMONT WEALTH MANAGEMENT LIMITED,SFClicensees.asp?p=73099&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=73099&a=0,2006-02-24
R.J. O'Brien & Associates HK Limited,SFClicensees.asp?p=131956&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=131956&a=0,2007-10-29
Rifa Asset Management Limited,SFClicensees.asp?p=2658577&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2658577&a=0,2017-10-27
Right Time Asset Management Company Limited,SFClicensees.asp?p=2650799&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2650799&a=0,2017-06-08
Seazen Resources Asset Management Limited,SFClicensees.asp?p=2268997&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2268997&a=0,2014-12-29
Sinofortune Securities Limited,SFClicensees.asp?p=50812&a=0&h=Y&sort=posdn&d=2020-01-22,6,3,9,33.33,SFChistfirm.asp?p=50812&a=0,2012-02-03
Sinostar Securities Limited,SFClicensees.asp?p=2002913&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2002913&a=0,2014-08-18
SINOSTONE CAPITAL MANAGEMENT COMPANY LIMITED,SFClicensees.asp?p=2302501&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2302501&a=0,2015-03-06
SOUTHWEST SECURITIES (HK) ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=67738&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=67738&a=0,2008-12-18
SPS COMMODITIES LIMITED,SFClicensees.asp?p=66936&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=66936&a=0,
Standard Perpetual Securities Limited,SFClicensees.asp?p=2487596&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=2487596&a=0,2018-04-17
SUN GROWTH SECURITIES LIMITED,SFClicensees.asp?p=14380&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=14380&a=0,2019-01-07
Swissquote Asia Limited,SFClicensees.asp?p=1846037&a=0&h=Y&sort=posdn&d=2020-01-22,3,6,9,66.67,SFChistfirm.asp?p=1846037&a=0,2013-02-25
TIANLI FINANCIAL LIMITED,SFClicensees.asp?p=2545978&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=2545978&a=0,2016-11-28
TSUN CHI YUEN SECURITIES COMPANY LIMITED,SFClicensees.asp?p=51112&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=51112&a=0,
VC ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=64454&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=64454&a=0,2010-06-25
Vontobel Asset Management Asia Pacific Limited,SFClicensees.asp?p=131600&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=131600&a=0,2008-11-27
WO FUNG SECURITIES COMPANY LIMITED,SFClicensees.asp?p=50547&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=50547&a=0,
Yue Xiu Capital Limited,SFClicensees.asp?p=22364027&a=0&h=Y&sort=posdn&d=2020-01-22,2,7,9,77.78,SFChistfirm.asp?p=22364027&a=0,2019-04-04
Zinvest Global Limited,SFClicensees.asp?p=2573560&a=0&h=Y&sort=posdn&d=2020-01-22,4,5,9,55.56,SFChistfirm.asp?p=2573560&a=0,2017-08-02
ZZCI Corporate Finance Limited,SFClicensees.asp?p=17694&a=0&h=Y&sort=posdn&d=2020-01-22,6,3,9,33.33,SFChistfirm.asp?p=17694&a=0,
8 Securities Limited,SFClicensees.asp?p=135399&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=135399&a=0,2011-12-22
ABCI ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=1693933&a=0&h=Y&sort=posdn&d=2020-01-22,2,6,8,75.00,SFChistfirm.asp?p=1693933&a=0,2012-10-18
AENEAS CAPITAL LIMITED,SFClicensees.asp?p=54062&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=54062&a=0,2005-08-29
Alpha Financial Group Limited,SFClicensees.asp?p=50476&a=0&h=Y&sort=posdn&d=2020-01-22,2,6,8,75.00,SFChistfirm.asp?p=50476&a=0,2005-10-31
Alphadyne Asset Management (Hong Kong) Limited,SFClicensees.asp?p=12682606&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=12682606&a=0,2018-09-12
AMBER HILL CAPITAL LIMITED,SFClicensees.asp?p=2301495&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=2301495&a=0,2014-12-10
Anchor Equity Partners (Asia) Limited,SFClicensees.asp?p=1883831&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=1883831&a=0,2014-10-14
ARKKAN CAPITAL MANAGEMENT LIMITED,SFClicensees.asp?p=2126950&a=0&h=Y&sort=posdn&d=2020-01-22,3,5,8,62.50,SFChistfirm.asp?p=2126950&a=0,2013-12-16
